user,service
아메리카노 한 잔  테이크 아웃 해주세요,네  테이크 아웃 잔에 준비해드리겠습니다
생크림이 고체가 있고  액체도 있나요 ,액체 생크림은 없어요
원래 있기는 있어요 ,액체 생크림은 카페마다 달라요
테이크 아웃 할인은 돼요 ,테이크 아웃 할인 안 됩니다
아이스크림은 어디에 있어요 ,아이스크림은 따로 판매하지 않습니다
바닐라 라떼 따뜻하게 하나 주시고  사이즈는 없죠 ,크기는 레귤러 라지 그란데 있습니다
네  하나 주세요,포인트 적립 하시겠어요 
홈플러스에서 하는데 아니지 않아요 ,홈플러스 마트 안에 있으니까 적립 가능하시고  도장 찍는 쿠폰 하나 드릴까요 
네  쿠폰 주세요,네  쿠폰 드리겠습니다
생크림치즈 베이컨 포장 되요,생크림치즈 베이컨 낱개 포장 가능하세요
하나만 포장해주세요,포크 몇 개 넣어드릴까요 
포크는 안 주셔도 돼요,사천 오백 원 결제 도와드릴게요
네  주차는 여기 타워에 해도 되요 ,주차는 매장 앞 주차장 이용해 주세요
치즈 케이크 이거는 뭐 들었어요 ,안에 진하고 좀 꾸덕꾸덕한 치즈케이크 들었어요
카카오페이나 삼성페이 결제돼요 ,네  카카오페이  삼성페이 모두 가능합니다
베이글 하나에 3000원인 거예요 ,네  3000원입니다
주소,광주 북구 첨단과기로 339 입니다
텀블러 가져오면 커피 할인되는 거 있어요 ,삼백 원 할인됩니다
아메리카노 따뜻하게 한 잔주세요,아메리카노 주문 받았습니다 4000원 결제하겠습니다
가져갈 건데 콜드브루는 시원한 거만 되죠 ,아이스만 됩니다
네  텀블러에 좀 담아주세요,4000원 입니다
네  마샬라차이 저거는 뭐에요 ,마샬라차이는 약간 생강향 나는 음료입니다
생강향 나고 좀 달달하죠 ,시럽이 한 번 들어가는데 엄청 달지는 않아요
적립되는 건 없어요 ,CJ포인트 있으세요 
CJ포인트 있어요,번호 입력해주세요
네  입력했습니다,적립해드렸고  앞에 계시면 바로 해드릴게요
포인트 결제하는 거는 CJ포인트 밖에 없나 봐요 ,삼성카드나 현대M 카드도 포인트 있으면 사용 가능합니다
물 한 잔만 먹으려고 하는데 물 어디 있어요 ,물은 이쪽에 종이컵이랑 같이 있어요
시럽은 어디 있나요 ,시럽은 저쪽에 있습니다
텀블러 저것도 CJ포인트로 살 수 있어요 ,CJ포인트가 이만 점 이상 있으면 가능합니다
아메리카노 한 잔 따뜻하게 해서 주시고  와플 이런 거는 포장 안 되죠 ,플레인 와플만 포장 됩니다
아메리카노 따뜻한 걸로 주세요,드시고 가세요 
가지고 갈 거예요,적립할 L포인트 있으세요 
아니요  롯데상품권으로 결제할 수 있나요 ,롯데 상품권으로 결제 불가능 합니다
영수증 주시고  여기 주차는 어디에 해요 ,주차는 가게 앞 주차장 사용가능합니다
샌드위치 안에 뭐 들었어요 ,샌드위치 안에는 양상추 이테리베이컨 프랑스라코타치즈 등이 들어 있습니다
카페라떼와 카페 모카가 다르다는 거져,카페모카는 초코시럽이 카페라떼는 우유가 들어갑니다
두 개에 오천 팔백 원 아니면 한 개에 오천 팔백 원이에요 ,두 개에 오천 팔백 원입니다
단체 여섯 명에서 일곱 명 오고 하면 따로 할인 안 되죠 ,네  할인 안 됩니다
콜드 폼 카푸치노는 뭐에요 ,콜드 폼 카푸치노는 위에 차가운 폼이 올라가서 아이스만 가능한 음료인데 따뜻한 거 원하시는 거예요 
아니요  아이스요,콜드 폼 카푸치노는 샷이 좀 진하게 들어가고 위에 쫀득한 폼 올라가서 괜찮아요
좀 달작한거죠 ,네  달달한 건데 원하시면 안에 들어가는 시럽 뺄 수도 있어요
아이스 아메리카노 한 잔 주세요,아메리카노 주문 받았습니다 4000원 결제하겠습니다
네  가져갈게요,카드 앞쪽에 꽂아주세요
여기 매장에서 먹다가 남으면 혹시 테이크 아웃 해줘요 ,테이크 아웃 잔에 넣어드립니다
샌드위치이 한 개당 3500원인 거예요 ,네  한 개당 3500원입니다
치즈케이크 포장도 해줘요 ,네  포장됩니다
여기 시럽 한 번만 넣을 수 있어요 ,저쪽에서 고객님이 넣으시면 됩니다
텀블러 이거는 얼마에요 ,삼만 천 원입니다
텀블러도 세일 할 때 있어요 ,세일 안 합니다
에그 샌드위치 데워 주나요 ,차갑게 먹는 건데 따뜻하게 데워 드릴까요 
아니요  바닐라 블랙 티 라테가 뭐예요 ,홍차 파우더 들어간 음료에 바닐라 시럽 넣어서 달콤하게 드실 수 있는 티 라테에요
카페라테 따뜻한 거 하나랑 아이스 카페라테 한 잔,드시고 가시는 거예요 
네  밑에 카페 아메리카노는 그냥 일반 아메리카노 맞죠 ,네  맞습니다
시럽 내가 넣어야 돼요 ,네  아니면 매장에서 판매하는 바닐라 헤이즐넛 카라멜 시럽 있습니다
여기는 자리가 2층에 없어요 ,네  여기는 1층뿐입니다
네  지하에 주차했어요,주차장은 매장 앞 공영주차장 이용하시면 됩니다
시럽은 어디에 있어요 ,시럽은 왼편에서 넣으면 되세요
물은 어디 있어요 ,잠시만 기다려주시면 준비해드릴게요
카페라테 따뜻한 거 한 잔 주문 여기서 해요 ,네  카페라테 한 잔 맞으시죠 
네  카페라테 한 잔에 샷 한 번 들어가요 ,원샷 들어갑니다
저지방 우유로 넣어주실 수 있어요 ,저지방 우유는 거품이 안 나서 안 됩니다
건물 밑 주차장에 주차했는데 괜찮아요 ,가게 앞 주차장 사용가능합니다
시럽은 어디서 넣어요 ,준비해드릴까요 
한 번만 좀 넣어주세요,한 번 넣어드렸습니다
카페라테 아이스 괜찮았는데 따뜻한 거랑 맛이 다를 때가 있던데 똑같은 거 맞아요 ,네  카페라테 아이스랑 따뜻한 카페라테 맛 똑같습니다
카페라테 아이스로,네  사천 삼백 원입니다
쿠폰 같은 거 있어요 ,네  가지고 가시겠어요 
네  블랙퍼스트 티 라테가 뭐예요 ,블랙퍼스트가 홍차인데 우유 위에 뿌려서 나오는 음료에요
치즈 케이크 위에는 뭐 얹어놨어요 ,체다치즈를 슬라이스해서 얹었어요
주차장,가게 앞 주차장 사용가능합니다
밑에 아이스 허니브레드 ,아이스 허니브레드는 돼요
아이스크림 있는 저 베이글은 두 명 정도 먹을 수 있겠네요,네  두 명 정도 먹을 수 있습니다
아줌마들 한 일곱 명에서 여덟 명이 모임할건데 미리 예약 안해도 되겠죠 ,긴 테이블 하나 있는데 손님들 많이 앉으셔서 언제 오세요 
아직 정해지진 않아서 잘 모르겠고 여기 시럽 한 번만 놔줄래요 ,뒤편에 시럽 준비되어있습니다
녹차 라테 이거는 뭐예요 ,위에 크림 올라가는데 단 맛이랑 짠 맛 모두 나는 음료에요
따뜻한 음료에요 ,아이스만 되는 음료입니다
연유라테도 좀 달작한거겠네,네  단 맛 나는 음료입니다
카페라테 따뜻하게 한 잔 주세요,작은 사이즈랑 큰 사이즈 중에 어떤 것으로 하시겠어요 
작은 사이즈로 주세요,이천 팔백 원 결제 도와드리겠습니다
네  샷은 원샷 ,작은 사이즈는 원샷  큰 사이즈는 투샷 들어갑니다
베이글는 바로 구워서 주는 거예요 ,아니요 미리 구워 논거를 데워서 준비해드립니다
자리는 아무 데나 앉아도 돼요 ,네   원하는 자리에 앉으시면 됩니다
라떼인가 있는 것 같던데,네  라떼 있습니다
근데 일반 라떼 다른 데랑 똑같은 거예요 ,같은 라떼도 있고  더 가볍고 산미가 있는 라떼도 있습니다
난 약간 고소한 맛을 좋아하는데  뭐가 좋아요 ,일반 라떼를 추천드립니다
아이스 라떼로 주세요,네  적립이나 영수증 필요하신가요 
영수증만 주세요,네  오천이백 원 결제해드리겠습니다
적립하면 뭐 있나요 ,네  다 적립하시면 핸드드립 커피 또는 아메리카노를 드립니다
마카롱 가격은 개당 가격인가요 ,네  적혀있는 마카롱 가격은 개당 가격입니다
여기 시럽은 어딨어요 ,시럽은 기둥 뒤쪽에 준비되어 있습니다
물티슈도 하나 줄 수 있어요 ,물티슈는 모니터 앞에 준비되어 있습니다
에스프레소 콘파냐는 뭐예요 ,에스프레소 콘파냐는 생크림이 들어가는 스무디입니다
딸기 프로티펀치는 뭐예요 ,딸기 프로티펀치는 딸기 스무디 위에 젤라또 아이스크림이 올라간 음료입니다
딸기 주스는 뭐예요 ,딸기 주스는 우유에 딸기를 넣어 만든 라떼 입니다
거기 어디야,광주 북구 첨단과기로 339 입니다
딸기 주스 하나 주세요,네  작은 사이즈로 한 잔 드릴까요 
네  그렇게 해주세요,해피 포인트 적립하시나요 
네 해피 포인트 적립해주세요,네  적립과 결제해드리겠습니다
치킨 살사 샌드위치는 2인용인가요 ,두 조각이 제공됩니다
마시는 물은 어디 있죠 ,물은 2층에 준비되어 있습니다
조금 전에 영수증을 안 받은 것 같은데요,네  영수증 드리겠습니다
공유,콩휴입니다 공유씨 아니고 콩 휴 요 
조각 케이크 포장해갈 수 있어요 ,네  조각 케이크 포장 가능합니다
얼그레이 다쿠아즈 케이크는 맛이 뭐예요 ,얼그레이 다쿠아즈 케이크는 우유 베이스에 밀크티 향이 추가된 맛입니다
에스프레소는 커피 맛이 들어가 있겠네요 ,네  에스프레소 케이크는 커피 맛입니다
뭐드러갔슈는 뭐예요 ,뭐드러갔슈는 커스터드 크림이 들어간 슈 케이크입니다
추천해주고 싶은 거 어떤 거예요 ,저희 매장이 처음이시라면 뭐드러갔슈 케이크 또는 딸기 시즌 케이크를 추천해드립니다
슈 케이크 포장되죠 ,네  슈 케이크 포장 가능합니다
슈 케이크 얼마에요 ,슈 케이크는 이천  원입니다
보관은 냉장 보관하는 거죠 ,네  냉장 보관하시면 됩니다
커피도 맛있어요 ,고객님의 입맛에 따라 다르겠지만  맛있는 커피를 제공하기 위해 매일 맛을 조절하고 있습니다 
둘이 왔는데 한 잔만 좀 시켜도 돼요 ,매장에서 드시고 가시면 인 원수에 맞게 음료를 주문하셔야 됩니다
스페셜티 블랜디드  원두는 뭐예요 ,스페셜티 블랜디드  원두는 커피를 내려 드실 수 있게 갈아서 판매하는 제품입니다
아이스 아메리카노 한 잔이랑 라떼 따뜻하게 한 잔 주세요,네  아이스 아메리카노  따뜻한 라떼 두 잔 해서 육천 육백  원 결제해드리겠습니다
죄송한데  영수증을 따로 좀 끊어 줄 수도 있나요 ,네  영수증 따로 드리겠습니다
시럽은 뭘 쓰면 돼요 ,시럽과 설탕은 셀프 바에 준비되어 있습니다
몇 시에 문 닫아요 ,오후 10시까지 영업합니다
아침에는 몇 시에 열어요 ,오전 10시에 오픈합니다
냅킨 가져가도 되죠 ,네  냅킨 가져가셔도 됩니다
양이 너무 많아서 그런데 혹시 테이크아웃 잔으로 옮겨줄 수 있어요 ,매장 내 일회용 컵 사용이 제한되어  나가실 때 옮겨드리겠습니다
샌드위치는 직접 만들어서 다 주는 거예요 ,네  샌드위치는 매장에서 직접 만들어서 제공합니다
샌드위치 데워 줘요 ,네  샌드위치는 바로 만들어서 나오기 때문에 따뜻합니다
카푸치노랑 라떼랑 뭐가 틀려요 ,카푸치노는 우유가 적고  우유 거품이 많은 커피이고  라떼는 우유가 많고  우유 거품이 적은 커피입니다
카푸치노 하나랑  라떼 하나랑 따뜻한 걸로 주세요,네  칠천  원 결제해드리겠습니다
평일날에 몇 시에 문 열어요 ,평일은 오전 10시에 오픈합니다
샌드위치 포장도 되죠 ,네  샌드위치 포장 가능합니다
화장실은 어디에요 ,카운터 오른쪽에 있어요
키 가지고 가야 돼요 ,비밀번호 1234 입니다
빈 그릇 두고 가면 돼요 ,네  다 드신 건 두고 가시면 됩니다
아이스 라떼 하나요,매장에서 드시고 가시나요 
가져갈 거예요,네  사천 오백 원 결제해드리겠습니다
더치커피 파나요 ,네  더치커피 있습니다
레몬 차하고 오미자차 직접 만들은 수제에요 ,네  레몬 차와 오미자차는 매장에서 직접 만들고 있습니다
블루베리 페퍼민트는 차 종류에요 ,네  블루베리 페퍼민트는 차입니다
시럽 한 번만 넣어주세요,네  시럽 한 펌프 넣어드리겠습니다
우유는 항상 매일 우유만 넣어요 ,네  저희 매장은 매일 우유를 사용하고 있습니다
카페 비엔나는 뭐예요 ,카페 비엔나는 아메리카노 위에 휘핑크림이 올라간 음료입니다
베이커리 종류는 없네요,베이커리 메뉴는 허니브레드와 와플이 있습니다
빵은 직접 구워요 ,허니브레드는 주문된 빵을 구워서 드리고  와플은 직접 만들어서 판매합니다
커피 샷이  원샷이에요 ,네  커피에는 샷이 하나 들어갑니다
스팀 밀크는 따뜻한 그냥 우유죠 ,네  스팀 밀크는 우유 스팀기로 따뜻하게 데운 우유입니다
샷 추가가 따로 있네요 ,네  샷 추가 가능합니다
아포카토도 커피에요 ,아포카토는 아이스크림에 에스프레소 샷을 부어 먹는 음료입니다
휴무날은 없어요 ,휴무날은 따로 정해져 있지 않습니다
영수증 좀 주세요,네  영수증 드리겠습니다
카카오 페이도 다 되나 봐요 ,네  카카오 페이 가능합니다
생아메리카노는 뭐예요 ,생아메리카노는 일반 아메리카노 입니다
생아메리카노는 에스프레소가 아니라는 얘기죠 ,생아메리카노는 에스프레소를 추출해서 만든 음료입니다
생아메리카노 한 잔 좀 주세요,네  생아메리카노 준비해드리겠습니다
둘이 와서 한 잔 시키는 건 되나요 ,죄송하지만  음료 가격이 저렴한 편이어서 인원수에 맞게 주문하셔야 됩니다
바닐라 보들라떼가 뭐예요 ,커피에 바닐라 시럽이 들어간 음료입니다
휴무는 언제예요 ,연중무휴입니다
아이스 시킨다는 게 깜빡했다,얼음을 넣어드릴까요 
얼음 좀 많이 넣어주시면 안 될까요 ,네  얼음 많이 넣어드리겠습니다
시럽 한 번 넣어줄 수 있어요 ,네   시럽 한 번 넣어드리겠습니다
아메리카노 아이스 한 잔만 줄 수 있어요 ,아메리카노 주문 받았습니다 4000원 결제하겠습니다
얼그레이는 뭐예요 ,얼그레이는 홍차입니다
단백질 바나나 쉐이크는 단백질 파우더 넣어줘요 ,네 단백질 바나나 쉐이크에는 단백질 파우더가 들어갑니다
베이글은 직접 해요 ,네  직접 만들어서 판매합니다
화장실 좀 이용할 수 있어요 ,네  화장실 사용 가능합니다
일요일은 안 하죠 ,아니요 연중 무휴입니다
시럽 한 번만 좀 넣어줄 수 있어요 ,네  시럽 넣어드리겠습니다
카푸치노 주세요,카푸치노 따뜻하게 드릴까요 
네 카푸치노 따뜻하게 주세요,시럽은 넣으시나요 
시럽 조금만 넣어주세요,이천 오백 원 결제해드리겠습니다
라떼는 뭐를 라떼라고 해요 ,라떼는 우유에 에스프레소 커피를 넣은 음료입니다
카페라떼 한 잔 주시겠어요 ,따뜻한 카페라떼 드릴까요 
네 따뜻한 거 주세요,드시고 가시나요 
네 먹고 가려고요,시럽 넣어드릴까요 
시럽 안 넣을거에요,영수증 필요하신가요 
영수증 주세요,해당 카드는 잔액 부족인데  혹시 다른 것으로 결제하시겠어요 
만 원 드릴게요,네  거스름돈 칠천 원 드리겠습니다
현금영수증 되나요 ,네  패드에 전화번호를 입력해주세요
일요일에도 열어요 ,네  일요일도 영업합니다
몇 시에 문 열어요 ,오전 10시에 오픈합니다
문은 몇 시에 닫아요 ,오후 10시에 마감합니다
조각 케이크  머핀은 여기서 만드는 건 아니지요 ,네  조각 케이크와 머핀은 직접 만들지 않습니다
카페라떼가 우유만 섞어주는 거 아니에요 ,네  우유와 커피가 들어간 음료입니다
카페라떼는 사천 백 원인가요 ,카페라떼는 4500입니다
라떼 하나 주세요,따뜻한 라떼로 드릴까요 
네 따뜻한 거로 주세요,네  음료 준비해드리겠습니다
자몽티 따뜻한 거 얼마에요 ,자몽 티는 삼천 오백 원입니다
카페 모카는 뭐예요 ,카페 모카는 커피에 초코 시럽이 들어간 음료입니다
영수증은요 ,영수증을 드릴까요 
네 영수증 주세요,네  영수증 드리겠습니다
종이컵 하나 주실 수는 없어요 ,네  종이컵 드리겠습니다
자몽을 금방 갈은 거예요 ,담가진 자몽 청을 풀어서 제조했습니다
커피를 먹으면 잠이 안 오는데  따뜻한 차는 뭐가 괜찮겠어요 ,수면을 도와주는 차는 케모마일입니다
레몬과 자몽차 중 뭐가 나을까요 ,새콤한 맛을 좋아하시면 레몬 차를 추천해드립니다
자몽 차 한 잔 주세요,네  레몬 차 한 잔 준비해드리겠습니다
자몽 차는 직접 담갔어요 ,네  자몽청을 직접 담가 판매하고 있습니다
자몽 차는 가루로 타주는 거예요 ,자몽차에는 자몽 농축액이 들어갑니다
자몽 차는 직접 만드신 건 아니죠 ,아니요 직접 수제청을 만들어 씁니다
직접 만든 차는 뭐가 있어요 ,모든 차 종류는 직접 만들어 쓰고 있습니다
루이보스 크림티 저건 뭔데요 ,루이보스 티에 우유와 크림이 올라가는 음료입니다
루이보스 크림티는 달아요 ,고객님의 성향에 따라 다르겠지만  크림이 들어가서 달 수도 있습니다
레몬 민트티는 뭐예요 ,레몬 민트는 스무디 음료입니다
라떼 한 잔 주세요,라떼 따뜻하게 드릴까요 
네 따뜻한 라떼 주세요,사천 오백 원 결제해드리겠습니다
해피 포인트 전화번호로 적립 돼요 ,네  앞쪽 패드에 전화번호를 입력해주세요
현금 영수증 해주세요,네  앞쪽 패드에 전화번호를 입력해주세요
빨대는 안 줘요 ,빨대 드리겠습니다
순수 에이드 주세요,순수 에이드는 자몽과 오렌지 두 종류가 있는데  어떤 걸로 드릴까요 
오렌지로 하나 주세요,쿠폰 있으신가요 
쿠폰 집에 있어요,핸드폰 알림 울리면 가지로 오세요
커피 말고는 뭐가 괜찮아요 ,커피 외 음료 중에는 허브티가 잘 나갑니다
허브티 주세요,케모마일  페퍼민트  쟈스민  히비스커스 네 종류 중 어떤 걸로 드릴까요 
허브티 시원한 건 없어요 ,허브티도 차갑게 가능합니다
케모마일 차갑게 주세요,드시고 가시나요 
네 먹고 가려고요,사천 오백 원 결제해드리겠습니다
테이크아웃하면 싸나요 ,테이크아웃은 아메리카노만 할인됩니다
차는 아무 데나 대도 돼요 ,가게 앞 주차장 사용가능합니다
머랭은 안 파세요 ,네  머랭은 판매하지 않습니다
스무디는 뭐가 잘 나가요 ,딸기 스무디가 가장 잘 나갑니다
아이스 아메리카노 하나하고  딸기 요거트 하나 주세요,네  오천 삼백 원 결제해드리겠습니다
딸기 요거트는 냉동 딸기죠 ,딸기 요거트는 딸기 파우더를 사용합니다
프랜차이즈에요 ,네  저희 매장은 프랜차이즈 매장입니다
바리스타는 공유인가,콩휴 입니다 공유아니고 콩 휴 요
차 갖고 오면 잠깐 세워놔도 괜찮나요 ,네 매장 앞에 주차장에 주차하셔도 됩니다
치즈빵 맛있어요 ,네  잘 나가는 빵입니다
베이글는 어떤 게 잘 나가요 ,생크림 베이글과 페스트리 베리글이 잘 나갑니다
두 개 중에서는 어떤 게 잘 나가요 ,생크림 베이글이 잘 나갑니다
커피도 팔죠 ,네  커피도 판매합니다
아메리카노는 얼마씩 해요 ,아메리카노는 4000 원 입니다
딸기잼 직접 만든 거예요 ,저희 브랜드에서 만든 제품입니다
샌드위치는 얼마에요,종류마다 다르지만 기본이 3500원 입니다
커피는 뭐가 잘 나가요 ,라이트한 맛의 아이스 아메리카노가 가장 잘 나갑니다
아메리카노 따뜻한 거 하나 주세요,아메리카노 주문 받았습니다 4000원 결제하겠습니다
차 종류는 뭐 있어요 ,현재 자몽티만 주문 가능합니다
화장실은 어디 있어요 ,카운터 오른쪽에 있어요
시원한거 아무거나요,라이트한 맛의 아이스 아메리카노가 잘나가요
좀 덜 단 게 바닐라 라떼에요 ,고객님의 성향에 따라 다르겠지만  바닐라 라떼에도 시럽이 들어갑니다
카페라떼가 좀 덜 달죠 ,네  카페라떼에는 시럽이 들어가지 않습니다
얼그레이 따뜻하게  에스프레소  카페라떼 그렇게 세 잔이요,네  총 만 천 원 결제해드리겠습니다
차 대는 데는 없죠 ,가게 앞 주차장 사용가능합니다
뜨거운 물 좀 주세요,네  뜨거운 물 준비해 드리겠습니다
아가씨 커피 어떤 게 잘 나가요 ,아메리카노가 가장 잘 나갑니다
아메리카노 한 잔 주세요,네  사천 원 결제해드리겠습니다
빵은 직접 만든거예요 ,일부는 만들고 일부는 납품을 받습니다
빵은 뭐가 잘 나가요 ,빵은 모든 메뉴가 잘 나갑니다
아이스커피 중에서는 어떤 게 잘 나가요 ,아이스 아메리카노가 가장 잘 나갑니다
아메리카노 아이스 하나 주세요,사이즈는 레귤러로 드릴까요 
레귤러는 얼마에요 ,레귤러 사이즈는 사천 백 원입니다
빵 종류는 없어요 ,베이글이 가장 잘나가구요 치즈케이크와 샌드위치 있습니다
영수증 하나 주세요,네  영수증 드리겠습니다
얼음 너무 많이 넣지 마세요,네  얼음 적게 해드리겠습니다
아가씨 라떼 중에서는 따뜻한 거 뭐가 잘 나가요 ,바닐라 라떼가 가장 잘 나갑니다
바닐라 라떼는 달죠 ,네  바닐라 라떼는 시럽이 들어가서 단 편입니다
덜 단 거는요 ,일반 라떼가 달지 않습니다
그냥 라떼는 얼마에요 ,라떼는 삼천  원입니다
쿠키는 직접 구운거 아니죠 ,네  쿠키는 직접 굽지 않습니다
사장님  핸드드립은 직접 뽑는 거에요 ,손으로 커피 가루 갈아서 내리는 거고  여과지에 거르기 때문에 부드럽고 깔끔한 맛이 납니다
아이스 커피로 천천히 해주세요,네  아이스 커피로 준비하겠습니다
아메리카노 말고 뭐가 잘나가요 ,아주머니들 많이 있는 곳에는 라떼가 좀 많이 나가고 오피스 지역은 아메리카노가 잘 나갑니다
라떼는 무슨 라떼가 잘 나가요 ,라떼는 그냥 라떼가 제일 많이 나갑니다
아이스로 먹으려면 아메리카노 먹어야 되죠 ,네  아메리카노 드셔야 합니다
저는 아이스 아메리카노 한 잔 주세요,아메리카노 주문 받았습니다 4000원 결제하겠습니다
휴지는 어디있죠 ,네  제가 휴지 드리겠습니다
커피 뭐가 잘 나가요 ,커피는 따뜻한 아메리카노가 제일 잘 나갑니다
따뜻한 아메리카노 얼마에요 ,사천 원입니다
아메리카노 한 잔 하고  오리지날 프리즐 하나 주세요,지금 오리지날 베이글다 팔려서 샌드위치만 판매하고 있습니다
오리지날 프레즐 다 팔렸어요 ,네  크림 치즈 베이글이랑  아몬드 크림 치즈 베이글 중에서 선택 가능하세요 
그럼 놔두고  따뜻한 아메리카노만 주세요,네 영수증 드릴게요
이거 커피콩알은 직접 만드는 거에요 ,예  저희가 반죽 기계에 넣어서 만듭니다
속 안에 들어가는 건 없어요 ,네  커피 반죽 자체만 들어갑니다
따뜻한 아메리카노 한 잔 주세요,4000원이고  드시고 가시는 거에요 
네  아메리카노 마시고 갈거에요,잠시만 기다려주세요
밀크티는 어떤 걸로 만드는 거에요 ,밀크티 가루가 있습니다 
성분이 홍차인지  아니면 뭐에요 ,홍차랑 우유맛 내는거랑 섞여져 있습니다
밀크티에 우유를 넣는게 아니에요 ,저희가 따로 그 맛을 내는 우유도 넣습니다 
더치 커피는 직접 내리시는 거에요 ,네  저희가 여기 기계로 내립니다
이게 더치 커피 오백미리에요 ,네  더치 커피 오백미리입니다
아메리카노 따뜻한 거 있죠 ,네  아메리카노 따뜻한 거 있습니다
아메리카노 따뜻한 거 하나 주시고  바닐라 라떼는 어떤 거에요 ,바닐라 시럽 들어간 거 입니다
바닐라 라떼 하나 주세요,따뜻한 바닐라 라떼인가요 
네  라지하고 사이즈가 어느 정도 차이나요 ,여기 보시면 사이즈가 있으세요
이게 제일 큰 사이즈에요 ,제일 큰 게 벤티 사이즈고  한 단계 아래 사이즈는 레귤러입니다
아메리카노는 라지로 주시고  바닐라 라떼는 레귤러로 주세요,테이크 아웃 하세요 
네 테이크 아웃이요,영수증 필요하세요 
네 영수증 주세요,핸드폰 알림 울리면 가지로 오세요
녹차 카페 라떼가 뭐에요 ,녹차랑 카페 라떼랑 섞인 커피입니다
말차가 뭔데요 ,녹차랑 비슷하다고 생각하시면 됩니다
아몬드 카페 라떼 하나하고  아메리카노 하나  밀크티 라떼 따뜻한 거 한 잔이요,네  만 삼천 원 결제해드리겠습니다
십프로 할인해주세요,십프로 하시면 만 육천 이백 원입니다
먹다가 남으면 테이크 아웃 해주시는거죠 ,네  테이크 아웃 해드립니다
저긴 찬 물인데  따뜻한 물 좀 주세요,잔 가져오시면 해드리겠습니다
아가씨  치즈폼 딥초코 스무디는 어떤 재료가 들어가요 ,초콜렛이랑 치즈폼이고  치즈폼은 우유 휘핑크림 밀크폼에다가 치즈가루를 넣은거에요
치즈폼 딥초코 스무디는 부드러워요 ,네  근데 초코랑 치즈폼 자체가 단 맛이나서 조금 달달합니다
치즈폼 자체가 좀 달아요 ,네  단 맛  짠 맛  신 맛이 같이 납니다
쟈스민 그린티는 뭐에요 ,쟈스민 그린티는 녹차인데 쟈스민 향이 나는 녹차입니다
블랙티는 뭐에요 ,홍차입니다
그것도 홍차에 펄 넣어서 주는거에요 ,네  홍차에 펄 넣어 드리는 것입니다
블랙 밀크티는 뭐에요 ,홍차에 우유를 갈아 태워서 마시는 음료인데 손님들이 그 걸 가장 많이 드세요
블랙 밀크티도 맛 조절이 가능해요 ,맛 조절 단계랑 얼음을 선택하실 수 있습니다
블랙 밀크티는 그럼 따뜻하게는 안돼요 ,네  따뜻하게 됩니다
그럼 블랙 밀크티 주세요,블랙 밀크티 펄 있는거로 드릴까요 
펄 있는 블랙 밀크티로 하면 얼마에요 ,사천 이백 원입니다
큰 사이즈는 안돼요 ,큰 사이즈는 오천 사백 원입니다
그럼 블랙 밀크티 큰 사이즈로 하나 주세요,큰 사이즈에다 따뜻한 블랙 밀크티 말씀이세요 
네  따뜻하게 해주세요,당도는 어떻게 할까요 
당도는 삼십정도 해주세요,공차 멤버쉽 있으세요 
네  있습니다,홈플러스 멤버쉽 적립하세요 
네  적립합니다,음료 우측에서 드리겠습니다
많이 뜨거운가요 ,네  조금 뜨거우니 누르거나 기울이지 마세요
카라멜 마끼아또는 어떤거에요 ,카라멜 시럽이랑 커피랑 우유들어간거요
우유가 많이 들어가나요 ,네 우유가 많이 들어갑니다
그러면 커피는 몇 개 정도 들어가요 ,커피는 투샷 들어가요
커피 단정도는 어때요 ,카라멜 마끼아또 엄청 달아요
그럼 따뜻한 아메리카노 한 잔 주시는데 투샷이에요 ,네 아메리카노 투샷이에요
요기 만약 텀블러에 하면 어떻게 되죠 ,텀블러에 담으시면 사백 원 할인 되요
텀블러에 담으면 몇 그램 들어가요 ,텀블러에 담아봐야 알 거 같습니다
컵으로 했을 때는 몇 그램 나오는데요 ,컵으로 했을 때는 삼백 삼십 그램이요
카라멜 마끼아또 텀블러에 담아주세요,네 삼천 구백 원이고 영수증 필요하세요 
네 영수증 주세요,커피는 오른쪽에서 드릴게요
커피에 시나몬 좀 뿌려주세요,네 뿌려드릴게요
따뜻한 아메리카노 샷 몇 개 들어가죠 ,아메리카노에 샷 두 개 들어갑니다
여기 더치 커피도 직접 내려요 ,더치 커피 저희가 직접 내립니다
이 커피 용량 몇 미리 짜리에요 ,커피 용량은 오백미리 짜리에요
용량 더 큰거는 안나오나요 ,네 이게 제일 큰 사이즈에요
저 물이랑 시럽 좀 더 부어주세요,네 잠시만 기다려주세요
바닐라 라떼는 어떤가요 ,바닐라 라떼는 커피랑 우유랑 바닐라 시럽 들어간거에요
그러면 그냥 아메리카노로 하나 주세요,아메리카노 드시고 가세요 
네 여기서 마시고 가려구요,커피는 진하기는 어떻게 해드릴까요 
커피 연하게 해주세요,네 커피 연하게 해드릴게요
커피 연하게 하는 거는 샷이 몇 개 들어가요 ,저희 기본 샷이 두 개인데 연하게는 한 개 들어가요
여기 T멤버쉽 있으면 할인되요 ,네 T멤버쉽은 할인 되세요
음료 다 못먹으면 테이크 아웃도 해주시죠 ,네 테이크 아웃 해드립니다
라떼 중에 덜달고 순한게 있나요 ,저희 카페라떼는 시럽 아예 안 들어가서 안 달아요
우유는 싫어하는데 라떼 종류는 다 그래요 ,네 라떼 종류는 우유 다 들어가요
